"Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
1.554,3.71403763058595,22.7073183788309
1.556,4.00971733188568,23.2518687870513
1.558,4.34081803240436,23.8313007393952
1.56,4.71300629030486,24.4485982034026
1.562,5.13307789975693,25.1069495597143
1.564,5.60922374215196,25.8097099791545
1.566,6.15136576187665,26.5603276802896
1.568,6.7715822450987,27.3622131993319
1.57,7.48464603188549,28.2185194180421
1.572,8.30870362919319,29.1317824647465
1.574,9.26612584794334,30.1033463324766
1.576,10.384558000001,31.1324520731459
1.578,11.6981822595893,32.2148084956365
1.58,13.2491609539394,33.340366065105
1.582,15.0891265273258,34.4898797498134
1.584,17.2803632661114,35.6296684667296
1.586,19.8958828614519,36.7037888795277
1.588,23.0167615998742,37.6227622385269
1.59,26.7236668490714,38.2483745192651
1.592,31.0773699550901,38.3757352491289
1.594,36.0809018319941,37.7182927461277
1.596,41.6168613550644,35.9107969352438
1.598,47.3647391805999,32.5584899065288
1.6,52.7350737363002,27.3658972698131
1.602,56.9037139499349,20.3436434631142
1.604,59.0318309401002,11.9926138214193
1.606,58.6280218808409,3.27647754653502
1.608,55.8099105869188,-4.70368442264552
1.61,51.23465569566,-11.1347570664791
1.612,45.7646465124308,-15.7084975964624
1.614,40.1437788205654,-18.5471828654384
1.616,34.8550161670201,-19.9942280270162
1.618,30.1351633596159,-20.4346786594297
1.62,26.0522666320125,-20.2008236354705
1.622,22.5810072090824,-19.5443576687037
1.624,19.6546289117917,-18.64196676327
1.626,17.1945786329243,-17.6117571306593
1.628,15.1250876721043,-16.5299024420458
1.63,13.3791273281318,-15.4439905869985
1.632,11.8999558078967,-14.3826895127619
1.634,10.6406539642029,-13.3623891318144
1.636,9.56289433023911,-12.39163459803
1.638,8.63553999754984,-11.4740363325053
1.64,7.83333169168164,-10.6101608428974
1.642,7.13575503648401,-9.7987505931316
1.644,6.52610340390284,-9.03750593827699
1.646,5.99071995966589,-8.32358244484464
1.648,5.51839207964271,-7.65390365280901
1.65,5.09987041783037,-7.02535435684719
1.652,4.72748780793297,-6.43489670696423
1.654,4.39485719688319,-5.87963664355837
1.656,4.09663177431354,-5.35685858531084
1.658,3.82831393550217,-4.86404004868786
1.66,3.58610258715329,-4.39885381046322
1.662,3.36677060643733,-3.95916256572779
1.664,3.1675660748445,-3.54300929105314
1.666,2.98613231959158,-3.1486053778451
1.668,2.82044288903849,-2.7743178483672
1.67,2.66874843433379,-2.41865647231019
1.672,2.52953312339841,-2.08026127744338
1.674,2.40147871950852,-1.75789073621818
1.676,2.28343484937774,-1.45041077321713
1.678,2.17439429108306,-1.15678465089492
1.68,2.07347235057092,-0.87606373641942
1.682,1.97988958220892,-0.607379119449194
1.684,1.89295725566295,-0.349934031932237
1.686,1.81206508726502,-0.102997011507001
1.688,1.73667084587136,0.134104253493542
1.69,1.66629151627678,0.361988459310041
1.692,1.60049576161799,0.581225661815405
1.694,1.53889747300402,0.792341747262278
1.696,1.48115023229727,0.995822450372943
1.698,1.4269425444223,1.19211696695493
1.7,1.37599372028585,1.38164120379395
1.702,1.32805031150669,1.56478070432627
1.704,1.28288301459029,1.7418932846178
1.706,1.24028397566207,1.91331141051511
1.708,1.20006443796261,2.07934434349849
1.71,1.16205268346349,2.2402800797563
1.712,1.12609222754555,2.3963871042946
1.714,1.09204023198091,2.54791597948136
1.716,1.0597661067115,2.6951007852702
1.718,1.0291502753048,2.83816042643703
1.72,1.00008308264813,2.97729982046473
1.722,0.972463826534788,3.11271097820745
1.724,0.946199897404473,3.24457398813365
1.726,0.921206012703474,3.37305791376842
1.728,0.897403534198742,3.49832161291075
1.73,0.874719858167417,3.62051448627894
1.732,0.853087869734124,3.73977716241686
1.734,0.832445453783913,3.85624212497106
1.736,0.812735055864893,3.97003428780371
1.738,0.793903287342862,4.08127152283801
1.74,0.775900569797655,4.19006514502524
1.742,0.75868081427859,4.29652035837348
1.744,0.742201131577714,4.40073666657772
1.746,0.726421570147853,4.50280825143565
1.748,0.711304878698774,4.60282432191532
1.75,0.69681629085692,4.70086943645897
