"Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
1.45,0.424320394546165,12.2247930518941
1.452,0.435583199127879,12.3122804218736
1.454,0.44730966592345,12.4015968151544
1.456,0.459525008346296,12.4928139956892
1.458,0.472256187581648,12.5860075175619
1.46,0.485532058330963,12.6812569763049
1.462,0.499383528866711,12.7786462802494
1.464,0.513843737018846,12.8782639437713
1.466,0.528948243922933,12.9802034044902
1.468,0.544735247598478,13.0845633667027
1.47,0.561245818700419,13.1914481735744
1.472,0.578524161100375,13.3009682108937
1.474,0.596617900316928,13.4132403454992
1.476,0.615578403230868,13.5283884018429
1.478,0.635461133003457,13.6465436805385
1.48,0.656326043673541,13.7678455231894
1.482,0.678238019556311,13.8924419282845
1.484,0.701267365318544,14.0204902235081
1.486,0.72549035348101,14.1521578004446
1.488,0.750989837121539,14.2876229183681
1.49,0.777855936748409,14.4270755846154
1.492,0.806186811717824,14.5707185199513
1.494,0.836089528218769,14.7187682183657
1.496,0.867681037793572,14.871456111914
1.498,0.901089282660972,15.0290298525307
1.5,0.936454446831031,15.1917547242516
1.502,0.973930375236343,15.3599152009744
1.504,1.01368618695738,15.5338166668142
1.506,1.05590811322417,15.7137873182893
1.508,1.1008015963932,15.9001802700312
1.51,1.14859369272867,16.093375888495
1.512,1.19953582981183,16.2937843812685
1.514,1.25390697907013,16.5018486730902
1.516,1.31201731565049,16.7180476035968
1.518,1.37421245214725,16.9428994861655
1.52,1.44087835014847,17.1769660719856
1.522,1.51244703496681,17.420856968674
1.524,1.58940326525972,17.6752345682695
1.526,1.67229234177853,17.9408195451727
1.528,1.76172927982958,18.218396990315
1.53,1.85840962025223,18.5088232531446
1.532,1.96312221648422,18.8130335673042
1.534,2.07676441404691,19.132050538172
1.536,2.20036013801645,19.4669935692464
1.538,2.3350815295894,19.819089297417
1.54,2.4822749323197,20.1896830910107
1.542,2.64349223198502,20.5802516339322
1.544,2.82052881443713,20.9924165663495
1.546,3.01546974042407,21.4279590653384
1.548,3.23074616787896,21.8888351097364
1.55,3.46920461024269,22.3771909549686
1.552,3.7341923428247,22.8953780044664
1.554,4.02966320829057,23.4459657414623
1.556,4.36030929136588,24.0317505818334
1.558,4.73172551197783,24.655757276731
1.56,5.15061622133319,25.3212276033923
1.562,5.62505548300909,26.0315881776292
1.564,6.16481597890567,26.7903847476163
1.566,6.78178544152329,27.6011634210662
1.568,7.49049406524211,28.4672685884996
1.57,8.30878099650957,29.3915107404239
1.572,9.2586314149313,30.375631717302
1.574,10.3672147986895,31.419455331692
1.576,11.6681430219454,32.5195507513676
1.578,13.2029301073552,33.6671451840336
1.58,15.0225461070481,34.8448910099671
1.582,17.1887625911049,36.0219158514989
1.584,19.7745897944749,37.1463828219266
1.586,22.8623445890385,38.1346605890398
1.588,26.5365435006077,38.856444900165
1.59,30.8667353865281,39.1165106297684
1.592,35.8730159672619,38.6376638773285
1.594,41.4667309413759,37.0579694507293
1.596,47.3675024700221,33.9687577699476
1.598,53.0259726753609,29.0290314290981
1.6,57.6295933265173,22.1674149997158
1.602,60.2886458359192,13.7919191344792
1.604,60.3961790014587,4.81976435045443
1.606,57.94397766515,-3.60507627951694
1.608,53.5238208686487,-10.5590273655977
1.61,48.0143893444089,-15.6222442935425
1.612,42.2236412586858,-18.8516421308152
1.614,36.7026761620782,-20.5749207927828
1.616,31.7376693002683,-21.1910970977288
1.618,27.4244820393058,-21.0565406067105
1.62,23.7498298833744,-20.4461368495881
1.622,20.6497692858964,-19.5549092752458
1.624,18.0440346586294,-18.514106114145
1.626,15.8533686177776,-17.4088032940752
1.628,14.0068844310673,-16.2924065087223
1.63,12.4442432084878,-15.197286928168
1.632,11.1154163916586,-14.1421358069743
1.634,9.97949042081225,-13.1368889174821
1.636,9.0032209701668,-12.1859637072797
1.638,8.1596490887114,-11.2903639446767
1.64,7.42689556721303,-10.4490378821367
1.642,6.78715859449283,-9.65974906992124
1.644,6.22590111097677,-8.91963053688631
1.646,5.73120085177353,-8.22553376079965
1.648,5.29323406197062,-7.57424486119188
1.65,4.90386650165894,-6.96261505627698
1.652,4.55632946397017,-6.38763595303199
1.654,4.24496270803949,-5.84647955794761
1.656,3.96500991563884,-5.33651595905608
1.658,3.71245536421745,-4.85531711352188
1.66,3.48389298816637,-4.40065222630451
1.662,3.27642095450776,-3.97047827488067
1.664,3.08755640301479,-3.56292796840689
1.666,2.91516618184595,-3.17629659767733
1.668,2.75741032280648,-2.80902868573935
1.67,2.6126957058524,-2.45970499078262
1.672,2.47963790816199,-2.12703017910912
1.674,2.3570296560745,-1.8098213345882
1.676,2.24381462694769,-1.50699737420903
1.678,2.13906560432939,-1.21756937870441
1.68,2.04196619043716,-0.940631810449668
1.682,1.95179543751143,-0.675354569745132
1.684,1.86791488386182,-0.420975829689226
1.686,1.78975757880276,-0.17679558549012
1.688,1.71681875887217,0.0578301461915507
1.69,1.648647900135,0.283494540047413
1.692,1.58484192137761,0.500744645606841
1.694,1.52503935322194,0.710085595570523
1.696,1.4689153206673,0.91198438852448
1.698,1.41617721289535,1.10687329093928
1.7,1.36656093558971,1.29515289891483
1.702,1.3198276585109,1.47719489596019
1.704,1.27576098539525,1.65334453925293
1.706,1.23416448502867,1.82392290331592
1.708,1.19485953206477,1.98922890688238
1.71,1.15768341420196,2.14954114587516
1.712,1.1224876690124,2.30511955288211
1.714,1.08913661928015,2.45620690124539
1.716,1.05750608035108,2.60303016986753
1.718,1.02748221689251,2.74580178305231
1.72,0.998960529730473,2.88472073811484
1.722,0.971844956189789,3.01997363209442
1.724,0.946047069689942,3.15173559766297
1.726,0.921485366322593,3.28017115722473
1.728,0.898084627811099,3.40543500323068
1.73,0.875775351678281,3.52767271187164
1.732,0.854493240665368,3.64702139655152
1.734,0.834178744485949,3.76361030686755
1.736,0.814776647890249,3.87756137822478
1.738,0.796235699782667,3.98898973668144
1.74,0.778508278794619,4.09800416314895
1.742,0.761550091284557,4.20470752065134
1.744,0.745319898230236,4.30919714797447
1.746,0.729779267903332,4.41156522270422
1.748,0.714892351588876,4.51189909635457
1.75,0.700625679932506,4.61028160402344
